Scenario,Year,Disease,AgeGroup,Incidence,95% CL
0,2017,lung cancer,06-17,0,0
0,2017,lung cancer,18-64,13,0
0,2017,lung cancer,65+,41,0
0,2017,lung cancer,total,54,0
0,2017,total,total,1156,3
0,2018,childhood asthma,0-5,133,1
0,2018,childhood asthma,06-17,97,1
0,2018,childhood asthma,18-64,0,0
0,2018,childhood asthma,65+,0,0
0,2018,childhood asthma,total,230,1
0,2018,adult asthma,0-5,0,0
0,2018,adult asthma,06-17,0,0
0,2018,adult asthma,18-64,124,1
0,2018,adult asthma,65+,22,0
0,2018,adult asthma,total,146,1
0,2018,dementia,0-5,0,0
0,2018,dementia,06-17,0,0
0,2018,dementia,18-64,0,0
0,2018,dementia,65+,195,1
0,2018,dementia,total,195,1
0,2018,diabetes,0-5,8,0
0,2018,diabetes,06-17,13,0
0,2018,diabetes,18-64,254,1
0,2018,diabetes,65+,129,1
0,2018,diabetes,total,404,1
0,2018,low birth weight,0-5,0,0
0,2018,low birth weight,06-17,1,0
0,2018,low birth weight,18-64,122,1
0,2018,low birth weight,65+,0,0
0,2018,low birth weight,total,123,1
0,2018,lung cancer,0-5,0,0
0,2018,lung cancer,06-17,0,0
0,2018,lung cancer,18-64,14,0
0,2018,lung cancer,65+,41,0
0,2018,lung cancer,total,55,0
0,2018,total,total,1153,3
0,2019,childhood asthma,0-5,133,1
0,2019,childhood asthma,06-17,96,1
0,2019,childhood asthma,18-64,0,0
0,2019,childhood asthma,65+,0,0
0,2019,childhood asthma,total,229,1
0,2019,adult asthma,0-5,0,0
0,2019,adult asthma,06-17,0,0
0,2019,adult asthma,18-64,123,1
0,2019,adult asthma,65+,22,0
0,2019,adult asthma,total,145,1
0,2019,dementia,0-5,0,0
0,2019,dementia,06-17,0,0
0,2019,dementia,18-64,0,0
0,2019,dementia,65+,193,1
0,2019,dementia,total,193,1
0,2019,diabetes,0-5,7,0
0,2019,diabetes,06-17,13,0
0,2019,diabetes,18-64,254,1
0,2019,diabetes,65+,129,1
0,2019,diabetes,total,403,1
0,2019,low birth weight,0-5,0,0
0,2019,low birth weight,06-17,1,0
0,2019,low birth weight,18-64,119,1
0,2019,low birth weight,65+,0,0
0,2019,low birth weight,total,120,1
0,2019,lung cancer,0-5,0,0
0,2019,lung cancer,06-17,0,0
0,2019,lung cancer,18-64,14,0
0,2019,lung cancer,65+,41,0
0,2019,lung cancer,total,55,0
0,2019,total,total,1145,3
0,2020,childhood asthma,0-5,134,1
0,2020,childhood asthma,06-17,96,1
0,2020,childhood asthma,18-64,0,0
0,2020,childhood asthma,65+,0,0
0,2020,childhood asthma,total,230,1
0,2020,adult asthma,0-5,0,0
0,2020,adult asthma,06-17,0,0
0,2020,adult asthma,18-64,123,1
0,2020,adult asthma,65+,22,0
0,2020,adult asthma,total,145,1
0,2020,dementia,0-5,0,0
0,2020,dementia,06-17,0,0
0,2020,dementia,18-64,0,0
0,2020,dementia,65+,192,1
0,2020,dementia,total,192,1
0,2020,diabetes,0-5,7,0
0,2020,diabetes,06-17,13,0
0,2020,diabetes,18-64,253,1
0,2020,diabetes,65+,130,1
0,2020,diabetes,total,403,1
0,2020,low birth weight,0-5,0,0
0,2020,low birth weight,06-17,1,0
0,2020,low birth weight,18-64,118,1
0,2020,low birth weight,65+,0,0
0,2020,low birth weight,total,119,1
0,2020,lung cancer,0-5,0,0
0,2020,lung cancer,06-17,0,0
0,2020,lung cancer,18-64,14,0
0,2020,lung cancer,65+,41,0
0,2020,lung cancer,total,55,0
0,2020,total,total,1144,3
0,2021,childhood asthma,0-5,134,1
0,2021,childhood asthma,06-17,95,1
0,2021,childhood asthma,18-64,0,0
0,2021,childhood asthma,65+,0,0
0,2021,childhood asthma,total,229,1
0,2021,adult asthma,0-5,0,0
0,2021,adult asthma,06-17,0,0
0,2021,adult asthma,18-64,122,1
0,2021,adult asthma,65+,23,0
0,2021,adult asthma,total,145,1
0,2021,dementia,0-5,0,0
0,2021,dementia,06-17,0,0
0,2021,dementia,18-64,0,0
0,2021,dementia,65+,191,1
0,2021,dementia,total,191,1
0,2021,diabetes,0-5,8,0
0,2021,diabetes,06-17,13,0
0,2021,diabetes,18-64,253,1
0,2021,diabetes,65+,130,1
0,2021,diabetes,total,404,1
0,2021,low birth weight,0-5,0,0
0,2021,low birth weight,06-17,1,0
0,2021,low birth weight,18-64,116,1
0,2021,low birth weight,65+,0,0
0,2021,low birth weight,total,117,1
0,2021,lung cancer,0-5,0,0
0,2021,lung cancer,06-17,0,0
0,2021,lung cancer,18-64,14,0
0,2021,lung cancer,65+,41,0
0,2021,lung cancer,total,55,0
0,2021,total,total,1141,3
0,2022,childhood asthma,0-5,134,1
0,2022,childhood asthma,06-17,95,1
0,2022,childhood asthma,18-64,0,0
0,2022,childhood asthma,65+,0,0
0,2022,childhood asthma,total,229,1
0,2022,adult asthma,0-5,0,0
0,2022,adult asthma,06-17,0,0
0,2022,adult asthma,18-64,121,1
0,2022,adult asthma,65+,23,0
0,2022,adult asthma,total,144,1
0,2022,dementia,0-5,0,0
0,2022,dementia,06-17,0,0
0,2022,dementia,18-64,0,0
0,2022,dementia,65+,191,1
0,2022,dementia,total,191,1
0,2022,diabetes,0-5,7,0
0,2022,diabetes,06-17,13,0
0,2022,diabetes,18-64,252,1
0,2022,diabetes,65+,132,1
0,2022,diabetes,total,404,1
0,2022,low birth weight,0-5,0,0
0,2022,low birth weight,06-17,1,0
0,2022,low birth weight,18-64,115,1
0,2022,low birth weight,65+,0,0
0,2022,low birth weight,total,116,1
0,2022,lung cancer,0-5,0,0
0,2022,lung cancer,06-17,0,0
0,2022,lung cancer,18-64,14,0
0,2022,lung cancer,65+,41,0
0,2022,lung cancer,total,55,0
0,2022,total,total,1139,3
0,2023,childhood asthma,0-5,132,1
0,2023,childhood asthma,06-17,95,1
0,2023,childhood asthma,18-64,0,0
0,2023,childhood asthma,65+,0,0
0,2023,childhood asthma,total,227,1
0,2023,adult asthma,0-5,0,0
0,2023,adult asthma,06-17,0,0
0,2023,adult asthma,18-64,121,1
0,2023,adult asthma,65+,24,0
0,2023,adult asthma,total,145,1
0,2023,dementia,0-5,0,0
0,2023,dementia,06-17,0,0
0,2023,dementia,18-64,0,0
0,2023,dementia,65+,192,1
0,2023,dementia,total,192,1
0,2023,diabetes,0-5,7,0
0,2023,diabetes,06-17,12,0
0,2023,diabetes,18-64,251,1
0,2023,diabetes,65+,133,1
0,2023,diabetes,total,403,1
0,2023,low birth weight,0-5,0,0
0,2023,low birth weight,06-17,1,0
0,2023,low birth weight,18-64,113,1
0,2023,low birth weight,65+,0,0
0,2023,low birth weight,total,114,1
0,2023,lung cancer,0-5,0,0
0,2023,lung cancer,06-17,0,0
0,2023,lung cancer,18-64,14,0
0,2023,lung cancer,65+,41,0
0,2023,lung cancer,total,55,0
0,2023,total,total,1136,3
0,2024,childhood asthma,0-5,130,1
0,2024,childhood asthma,06-17,95,1
0,2024,childhood asthma,18-64,0,0
0,2024,childhood asthma,65+,0,0
0,2024,childhood asthma,total,225,1
0,2024,adult asthma,0-5,0,0
0,2024,adult asthma,06-17,0,0
0,2024,adult asthma,18-64,121,1
0,2024,adult asthma,65+,24,0
0,2024,adult asthma,total,145,1
0,2024,dementia,0-5,0,0
0,2024,dementia,06-17,0,0
0,2024,dementia,18-64,0,0
0,2024,dementia,65+,191,1
0,2024,dementia,total,191,1
0,2024,diabetes,0-5,7,0
0,2024,diabetes,06-17,12,0
0,2024,diabetes,18-64,250,1
0,2024,diabetes,65+,135,1
0,2024,diabetes,total,404,1
0,2024,low birth weight,0-5,0,0
0,2024,low birth weight,06-17,1,0
0,2024,low birth weight,18-64,112,1
0,2024,low birth weight,65+,0,0
0,2024,low birth weight,total,113,1
0,2024,lung cancer,0-5,0,0
0,2024,lung cancer,06-17,0,0
0,2024,lung cancer,18-64,14,0
0,2024,lung cancer,65+,42,0
0,2024,lung cancer,total,56,0
0,2024,total,total,1134,3
0,2025,childhood asthma,0-5,126,1
0,2025,childhood asthma,06-17,96,1
0,2025,childhood asthma,18-64,0,0
0,2025,childhood asthma,65+,0,0
0,2025,childhood asthma,total,222,1
0,2025,adult asthma,0-5,0,0
0,2025,adult asthma,06-17,0,0
0,2025,adult asthma,18-64,119,1
0,2025,adult asthma,65+,24,0
0,2025,adult asthma,total,143,1
0,2025,dementia,0-5,0,0
0,2025,dementia,06-17,0,0
0,2025,dementia,18-64,0,0
0,2025,dementia,65+,193,1
0,2025,dementia,total,193,1
0,2025,diabetes,0-5,7,0
0,2025,diabetes,06-17,13,0
0,2025,diabetes,18-64,249,1
0,2025,diabetes,65+,137,1
0,2025,diabetes,total,406,1
0,2025,low birth weight,0-5,0,0
0,2025,low birth weight,06-17,1,0
0,2025,low birth weight,18-64,111,1
0,2025,low birth weight,65+,0,0
0,2025,low birth weight,total,112,1
0,2025,lung cancer,0-5,0,0
0,2025,lung cancer,06-17,0,0
0,2025,lung cancer,18-64,14,0
0,2025,lung cancer,65+,42,0
0,2025,lung cancer,total,56,0
0,2025,total,total,1132,3
0,2026,childhood asthma,0-5,123,1
0,2026,childhood asthma,06-17,96,1
0,2026,childhood asthma,18-64,0,0
0,2026,childhood asthma,65+,0,0
0,2026,childhood asthma,total,219,1
0,2026,adult asthma,0-5,0,0
0,2026,adult asthma,06-17,0,0
0,2026,adult asthma,18-64,119,1
0,2026,adult asthma,65+,24,0
0,2026,adult asthma,total,143,1
0,2026,dementia,0-5,0,0
0,2026,dementia,06-17,0,0
0,2026,dementia,18-64,0,0
0,2026,dementia,65+,193,1
0,2026,dementia,total,193,1
0,2026,diabetes,0-5,7,0
0,2026,diabetes,06-17,13,0
0,2026,diabetes,18-64,250,1
0,2026,diabetes,65+,138,1
0,2026,diabetes,total,408,1
0,2026,low birth weight,0-5,0,0
0,2026,low birth weight,06-17,1,0
0,2026,low birth weight,18-64,110,1
0,2026,low birth weight,65+,0,0
0,2026,low birth weight,total,111,1
0,2026,lung cancer,0-5,0,0
0,2026,lung cancer,06-17,0,0
0,2026,lung cancer,18-64,14,0
0,2026,lung cancer,65+,43,0
0,2026,lung cancer,total,57,0
0,2026,total,total,1131,3
0,2027,childhood asthma,0-5,117,1
0,2027,childhood asthma,06-17,96,1
0,2027,childhood asthma,18-64,0,0
0,2027,childhood asthma,65+,0,0
0,2027,childhood asthma,total,213,1
0,2027,adult asthma,0-5,0,0
0,2027,adult asthma,06-17,0,0
0,2027,adult asthma,18-64,119,1
0,2027,adult asthma,65+,25,0
0,2027,adult asthma,total,144,1
0,2027,dementia,0-5,0,0
0,2027,dementia,06-17,0,0
0,2027,dementia,18-64,0,0
0,2027,dementia,65+,195,1
0,2027,dementia,total,195,1
0,2027,diabetes,0-5,6,0
0,2027,diabetes,06-17,12,0
0,2027,diabetes,18-64,249,1
0,2027,diabetes,65+,140,1
0,2027,diabetes,total,407,1
0,2027,low birth weight,0-5,0,0
0,2027,low birth weight,06-17,1,0
0,2027,low birth weight,18-64,110,1
0,2027,low birth weight,65+,0,0
0,2027,low birth weight,total,111,1
0,2027,lung cancer,0-5,0,0
0,2027,lung cancer,06-17,0,0
0,2027,lung cancer,18-64,14,0
0,2027,lung cancer,65+,43,0
0,2027,lung cancer,total,57,0
0,2027,total,total,1127,3
0,2028,childhood asthma,0-5,111,1
0,2028,childhood asthma,06-17,95,1
0,2028,childhood asthma,18-64,0,0
0,2028,childhood asthma,65+,0,0
0,2028,childhood asthma,total,206,1
0,2028,adult asthma,0-5,0,0
0,2028,adult asthma,06-17,0,0
0,2028,adult asthma,18-64,118,1
0,2028,adult asthma,65+,25,0
0,2028,adult asthma,total,143,1
0,2028,dementia,0-5,0,0
0,2028,dementia,06-17,0,0
0,2028,dementia,18-64,0,0
0,2028,dementia,65+,197,1
0,2028,dementia,total,197,1
0,2028,diabetes,0-5,6,0
0,2028,diabetes,06-17,13,0
0,2028,diabetes,18-64,248,1
0,2028,diabetes,65+,141,1
0,2028,diabetes,total,408,1
0,2028,low birth weight,0-5,0,0
0,2028,low birth weight,06-17,1,0
0,2028,low birth weight,18-64,108,1
0,2028,low birth weight,65+,0,0
0,2028,low birth weight,total,109,1
0,2028,lung cancer,0-5,0,0
0,2028,lung cancer,06-17,0,0
0,2028,lung cancer,18-64,14,0
0,2028,lung cancer,65+,43,0
0,2028,lung cancer,total,57,0
0,2028,total,total,1120,3
0,2029,childhood asthma,0-5,105,1
0,2029,childhood asthma,06-17,95,1
0,2029,childhood asthma,18-64,0,0
0,2029,childhood asthma,65+,0,0
0,2029,childhood asthma,total,200,1
0,2029,adult asthma,0-5,0,0
0,2029,adult asthma,06-17,0,0
0,2029,adult asthma,18-64,118,1
0,2029,adult asthma,65+,25,0
0,2029,adult asthma,total,143,1
0,2029,dementia,0-5,0,0
0,2029,dementia,06-17,0,0
0,2029,dementia,18-64,0,0
0,2029,dementia,65+,197,1
0,2029,dementia,total,197,1
0,2029,diabetes,0-5,6,0
0,2029,diabetes,06-17,13,0
0,2029,diabetes,18-64,247,1
0,2029,diabetes,65+,143,1
0,2029,diabetes,total,409,1
0,2029,low birth weight,0-5,0,0
0,2029,low birth weight,06-17,1,0
0,2029,low birth weight,18-64,108,1
0,2029,low birth weight,65+,0,0
0,2029,low birth weight,total,109,1
0,2029,lung cancer,0-5,0,0
0,2029,lung cancer,06-17,0,0
0,2029,lung cancer,18-64,14,0
0,2029,lung cancer,65+,44,0
0,2029,lung cancer,total,58,0
0,2029,total,total,1116,3
0,2030,childhood asthma,0-5,97,1
0,2030,childhood asthma,06-17,94,1
0,2030,childhood asthma,18-64,0,0
0,2030,childhood asthma,65+,0,0
0,2030,childhood asthma,total,191,1
0,2030,adult asthma,0-5,0,0
0,2030,adult asthma,06-17,0,0
0,2030,adult asthma,18-64,117,1
0,2030,adult asthma,65+,25,0
0,2030,adult asthma,total,142,1
0,2030,dementia,0-5,0,0
0,2030,dementia,06-17,0,0
0,2030,dementia,18-64,0,0
0,2030,dementia,65+,200,1
0,2030,dementia,total,200,1
0,2030,diabetes,0-5,5,0
0,2030,diabetes,06-17,13,0
0,2030,diabetes,18-64,247,1
0,2030,diabetes,65+,145,1
0,2030,diabetes,total,410,1
0,2030,low birth weight,0-5,0,0
0,2030,low birth weight,06-17,1,0
0,2030,low birth weight,18-64,107,1
0,2030,low birth weight,65+,0,0
0,2030,low birth weight,total,108,1
0,2030,lung cancer,0-5,0,0
0,2030,lung cancer,06-17,0,0
0,2030,lung cancer,18-64,14,0
0,2030,lung cancer,65+,44,0
0,2030,lung cancer,total,58,0
0,2030,total,total,1109,3
0,2031,childhood asthma,0-5,92,1
0,2031,childhood asthma,06-17,92,1
0,2031,childhood asthma,18-64,0,0
0,2031,childhood asthma,65+,0,0
0,2031,childhood asthma,total,184,1
0,2031,adult asthma,0-5,0,0
0,2031,adult asthma,06-17,0,0
0,2031,adult asthma,18-64,116,1
0,2031,adult asthma,65+,26,0
0,2031,adult asthma,total,142,1
0,2031,dementia,0-5,0,0
0,2031,dementia,06-17,0,0
0,2031,dementia,18-64,0,0
0,2031,dementia,65+,203,1
0,2031,dementia,total,203,1
0,2031,diabetes,0-5,5,0
0,2031,diabetes,06-17,12,0
0,2031,diabetes,18-64,245,1
0,2031,diabetes,65+,147,1
0,2031,diabetes,total,409,1
0,2031,low birth weight,0-5,0,0
0,2031,low birth weight,06-17,1,0
0,2031,low birth weight,18-64,106,1
0,2031,low birth weight,65+,0,0
0,2031,low birth weight,total,107,1
0,2031,lung cancer,0-5,0,0
0,2031,lung cancer,06-17,0,0
0,2031,lung cancer,18-64,14,0
0,2031,lung cancer,65+,45,0
0,2031,lung cancer,total,59,0
0,2031,total,total,1104,3
0,2032,childhood asthma,0-5,87,1
0,2032,childhood asthma,06-17,92,1
0,2032,childhood asthma,18-64,0,0
0,2032,childhood asthma,65+,0,0
0,2032,childhood asthma,total,179,1
0,2032,adult asthma,0-5,0,0
0,2032,adult asthma,06-17,0,0
0,2032,adult asthma,18-64,116,1
0,2032,adult asthma,65+,26,0
0,2032,adult asthma,total,142,1
0,2032,dementia,0-5,0,0
0,2032,dementia,06-17,0,0
0,2032,dementia,18-64,0,0
0,2032,dementia,65+,203,1
0,2032,dementia,total,203,1
0,2032,diabetes,0-5,5,0
0,2032,diabetes,06-17,12,0
0,2032,diabetes,18-64,246,1
0,2032,diabetes,65+,148,1
0,2032,diabetes,total,411,1
0,2032,low birth weight,0-5,0,0
0,2032,low birth weight,06-17,1,0
0,2032,low birth weight,18-64,106,1
0,2032,low birth weight,65+,0,0
0,2032,low birth weight,total,107,1
0,2032,lung cancer,0-5,0,0
0,2032,lung cancer,06-17,0,0
0,2032,lung cancer,18-64,14,0
0,2032,lung cancer,65+,45,0
0,2032,lung cancer,total,59,0
0,2032,total,total,1101,3
0,2033,childhood asthma,0-5,83,1
0,2033,childhood asthma,06-17,89,1
0,2033,childhood asthma,18-64,0,0
0,2033,childhood asthma,65+,0,0
0,2033,childhood asthma,total,172,1
0,2033,adult asthma,0-5,0,0
0,2033,adult asthma,06-17,0,0
0,2033,adult asthma,18-64,115,1
0,2033,adult asthma,65+,26,0
0,2033,adult asthma,total,141,1
0,2033,dementia,0-5,0,0
0,2033,dementia,06-17,0,0
0,2033,dementia,18-64,0,0
0,2033,dementia,65+,206,1
0,2033,dementia,total,206,1
0,2033,diabetes,0-5,4,0
0,2033,diabetes,06-17,12,0
0,2033,diabetes,18-64,244,1
0,2033,diabetes,65+,149,1
0,2033,diabetes,total,409,1
0,2033,low birth weight,0-5,0,0
0,2033,low birth weight,06-17,1,0
0,2033,low birth weight,18-64,105,1
0,2033,low birth weight,65+,0,0
0,2033,low birth weight,total,106,1
0,2033,lung cancer,0-5,0,0
0,2033,lung cancer,06-17,0,0
0,2033,lung cancer,18-64,14,0
0,2033,lung cancer,65+,46,0
0,2033,lung cancer,total,60,0
0,2033,total,total,1094,3
0,2034,childhood asthma,0-5,81,1
0,2034,childhood asthma,06-17,86,1
0,2034,childhood asthma,18-64,0,0
0,2034,childhood asthma,65+,0,0
0,2034,childhood asthma,total,167,1
0,2034,adult asthma,0-5,0,0
0,2034,adult asthma,06-17,0,0
0,2034,adult asthma,18-64,115,1
0,2034,adult asthma,65+,26,0
0,2034,adult asthma,total,141,1
0,2034,dementia,0-5,0,0
0,2034,dementia,06-17,0,0
0,2034,dementia,18-64,0,0
0,2034,dementia,65+,207,1
0,2034,dementia,total,207,1
0,2034,diabetes,0-5,4,0
0,2034,diabetes,06-17,12,0
0,2034,diabetes,18-64,243,1
0,2034,diabetes,65+,150,1
0,2034,diabetes,total,409,1
0,2034,low birth weight,0-5,0,0
0,2034,low birth weight,06-17,1,0
0,2034,low birth weight,18-64,104,1
0,2034,low birth weight,65+,0,0
0,2034,low birth weight,total,105,1
0,2034,lung cancer,0-5,0,0
0,2034,lung cancer,06-17,0,0
0,2034,lung cancer,18-64,14,0
0,2034,lung cancer,65+,46,0
0,2034,lung cancer,total,60,0
0,2034,total,total,1089,3
0,2035,childhood asthma,0-5,80,1
0,2035,childhood asthma,06-17,82,1
0,2035,childhood asthma,18-64,0,0
0,2035,childhood asthma,65+,0,0
0,2035,childhood asthma,total,162,1
0,2035,adult asthma,0-5,0,0
0,2035,adult asthma,06-17,0,0
0,2035,adult asthma,18-64,115,1
0,2035,adult asthma,65+,26,0
0,2035,adult asthma,total,141,1
0,2035,dementia,0-5,0,0
0,2035,dementia,06-17,0,0
0,2035,dementia,18-64,0,0
0,2035,dementia,65+,210,1
0,2035,dementia,total,210,1
0,2035,diabetes,0-5,4,0
0,2035,diabetes,06-17,12,0
0,2035,diabetes,18-64,243,1
0,2035,diabetes,65+,152,1
0,2035,diabetes,total,411,1
0,2035,low birth weight,0-5,0,0
0,2035,low birth weight,06-17,1,0
0,2035,low birth weight,18-64,104,1
0,2035,low birth weight,65+,0,0
0,2035,low birth weight,total,105,1
0,2035,lung cancer,0-5,0,0
0,2035,lung cancer,06-17,0,0
0,2035,lung cancer,18-64,14,0
0,2035,lung cancer,65+,47,0
0,2035,lung cancer,total,61,0
0,2035,total,total,1090,3
0,2036,childhood asthma,0-5,79,1
0,2036,childhood asthma,06-17,78,1
0,2036,childhood asthma,18-64,0,0
0,2036,childhood asthma,65+,0,0
0,2036,childhood asthma,total,157,1
0,2036,adult asthma,0-5,0,0
0,2036,adult asthma,06-17,0,0
0,2036,adult asthma,18-64,115,1
0,2036,adult asthma,65+,27,0
0,2036,adult asthma,total,142,1
0,2036,dementia,0-5,0,0
0,2036,dementia,06-17,0,0
0,2036,dementia,18-64,0,0
0,2036,dementia,65+,211,1
0,2036,dementia,total,211,1
0,2036,diabetes,0-5,4,0
0,2036,diabetes,06-17,11,0
0,2036,diabetes,18-64,242,1
0,2036,diabetes,65+,152,1
0,2036,diabetes,total,409,1
0,2036,low birth weight,0-5,0,0
0,2036,low birth weight,06-17,1,0
0,2036,low birth weight,18-64,105,1
0,2036,low birth weight,65+,0,0
0,2036,low birth weight,total,106,1
0,2036,lung cancer,0-5,0,0
0,2036,lung cancer,06-17,0,0
0,2036,lung cancer,18-64,14,0
0,2036,lung cancer,65+,47,0
0,2036,lung cancer,total,61,0
0,2036,total,total,1086,3
0,2037,childhood asthma,0-5,79,1
0,2037,childhood asthma,06-17,74,1
0,2037,childhood asthma,18-64,0,0
0,2037,childhood asthma,65+,0,0
0,2037,childhood asthma,total,153,1
0,2037,adult asthma,0-5,0,0
0,2037,adult asthma,06-17,0,0
0,2037,adult asthma,18-64,114,1
0,2037,adult asthma,65+,27,0
0,2037,adult asthma,total,141,1
0,2037,dementia,0-5,0,0
0,2037,dementia,06-17,0,0
0,2037,dementia,18-64,0,0
0,2037,dementia,65+,213,1
0,2037,dementia,total,213,1
0,2037,diabetes,0-5,4,0
0,2037,diabetes,06-17,11,0
0,2037,diabetes,18-64,242,1
0,2037,diabetes,65+,154,1
0,2037,diabetes,total,411,1
0,2037,low birth weight,0-5,0,0
0,2037,low birth weight,06-17,1,0
0,2037,low birth weight,18-64,104,1
0,2037,low birth weight,65+,0,0
0,2037,low birth weight,total,105,1
0,2037,lung cancer,0-5,0,0
0,2037,lung cancer,06-17,0,0
0,2037,lung cancer,18-64,14,0
0,2037,lung cancer,65+,47,0
0,2037,lung cancer,total,61,0
0,2037,total,total,1084,3
0,2038,childhood asthma,0-5,78,1
0,2038,childhood asthma,06-17,71,1
0,2038,childhood asthma,18-64,0,0
0,2038,childhood asthma,65+,0,0
0,2038,childhood asthma,total,149,1
0,2038,adult asthma,0-5,0,0
0,2038,adult asthma,06-17,0,0
0,2038,adult asthma,18-64,114,1
0,2038,adult asthma,65+,27,0
0,2038,adult asthma,total,141,1
0,2038,dementia,0-5,0,0
0,2038,dementia,06-17,0,0
0,2038,dementia,18-64,0,0
0,2038,dementia,65+,213,1
0,2038,dementia,total,213,1
0,2038,diabetes,0-5,4,0
0,2038,diabetes,06-17,11,0
0,2038,diabetes,18-64,242,1
0,2038,diabetes,65+,154,1
0,2038,diabetes,total,411,1
0,2038,low birth weight,0-5,0,0
0,2038,low birth weight,06-17,1,0
0,2038,low birth weight,18-64,104,1
0,2038,low birth weight,65+,0,0
0,2038,low birth weight,total,105,1
0,2038,lung cancer,0-5,0,0
0,2038,lung cancer,06-17,0,0
0,2038,lung cancer,18-64,14,0
0,2038,lung cancer,65+,47,0
0,2038,lung cancer,total,61,0
0,2038,total,total,1080,3
0,2039,childhood asthma,0-5,79,1
0,2039,childhood asthma,06-17,68,1
0,2039,childhood asthma,18-64,0,0
0,2039,childhood asthma,65+,0,0
0,2039,childhood asthma,total,147,1
0,2039,adult asthma,0-5,0,0
0,2039,adult asthma,06-17,0,0
0,2039,adult asthma,18-64,114,1
0,2039,adult asthma,65+,27,0
0,2039,adult asthma,total,141,1
0,2039,dementia,0-5,0,0
0,2039,dementia,06-17,0,0
0,2039,dementia,18-64,0,0
0,2039,dementia,65+,215,1
0,2039,dementia,total,215,1
0,2039,diabetes,0-5,4,0
0,2039,diabetes,06-17,10,0
0,2039,diabetes,18-64,241,1
0,2039,diabetes,65+,155,1
0,2039,diabetes,total,410,1
0,2039,low birth weight,0-5,0,0
0,2039,low birth weight,06-17,1,0
0,2039,low birth weight,18-64,104,1
0,2039,low birth weight,65+,0,0
0,2039,low birth weight,total,105,1
0,2039,lung cancer,0-5,0,0
0,2039,lung cancer,06-17,0,0
0,2039,lung cancer,18-64,14,0
0,2039,lung cancer,65+,48,0
0,2039,lung cancer,total,62,0
0,2039,total,total,1080,3
0,2040,childhood asthma,0-5,78,1
0,2040,childhood asthma,06-17,65,1
0,2040,childhood asthma,18-64,0,0
0,2040,childhood asthma,65+,0,0
0,2040,childhood asthma,total,143,1
0,2040,adult asthma,0-5,0,0
0,2040,adult asthma,06-17,0,0
0,2040,adult asthma,18-64,114,1
0,2040,adult asthma,65+,27,0
0,2040,adult asthma,total,141,1
0,2040,dementia,0-5,0,0
0,2040,dementia,06-17,0,0
0,2040,dementia,18-64,0,0
0,2040,dementia,65+,217,1
0,2040,dementia,total,217,1
0,2040,diabetes,0-5,4,0
0,2040,diabetes,06-17,10,0
0,2040,diabetes,18-64,241,1
0,2040,diabetes,65+,155,1
0,2040,diabetes,total,410,1
0,2040,low birth weight,0-5,0,0
0,2040,low birth weight,06-17,1,0
0,2040,low birth weight,18-64,104,1
0,2040,low birth weight,65+,0,0
0,2040,low birth weight,total,105,1
0,2040,lung cancer,0-5,0,0
0,2040,lung cancer,06-17,0,0
0,2040,lung cancer,18-64,14,0
0,2040,lung cancer,65+,48,0
0,2040,lung cancer,total,62,0
0,2040,total,total,1078,3
0,2041,childhood asthma,0-5,77,1
0,2041,childhood asthma,06-17,62,1
